"Education_Fact_ID","Location_ID","Indicator_ID","Source_ID","Year_ID","Total","Female","Male","Urban","Rural","Poorest","Second","Middle","Fourth","Richest","ISOCode","CountryAndAreaName","RegionName","DevlopmentStage","Indicator_Type","Data_Year","Source_Type","Source_Desc"
"2135","73","4","4","6","51.7999992370605","49.5","54.2000007629395","69.0","41.0","22.0","35.9000015258789","51.0","70.5","88.9000015258789","GTM","Guatemala","LAC","Less Developed","Attendance Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"2136","74","4","4","9","31.9113750457764","28.9782619476318","35.1065826416016","51.9632606506348","16.9514694213867","8.32098865509033","17.5599269866943","19.9490032196045","38.2290115356445","60.695140838623","GIN","Guinea","SSA","Least Developed","Attendance Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"2137","75","4","5","10","9.57109546661377","8.87145614624023","10.2878265380859","18.8048210144043","3.98131990432739","1.66220605373383","3.55469799041748","3.92231297492981","12.251371383667","25.5184535980225","GNB","Guinea-Bissau","SSA","Least Developed","Attendance Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"2138","76","4","5","5","93.0999984741211","94.8000030517578","91.5","96.0999984741211","92.0","85.5999984741211","94.0999984741211","93.0999984741211","98.4000015258789","96.0999984741211","GUY","Guyana","LAC","Less Developed","Attendance Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"2139","77","4","4","8","28.4222755432129","34.6241798400879","22.8878898620605","44.6951179504395","19.2550964355469","7.17570877075195","16.5051460266113","24.6273956298828","45.2946166992188","54.9567337036133","HTI","Haiti","LAC","Least Developed","Attendance Rate - Lower Secondary","2017","DHS","Demographic and Health Surveys"
"2140","78","4","0","0","","","","","","","","","","","VAT","Holy See","ECA","Not Classified","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2141","79","4","0","9","50.0946350097656","54.4386444091797","46.0317459106445","65.9340667724609","36.6394386291504","31.8181819915771","46.5116310119629","56.3139915466309","69.6428604125977","67.532470703125","HND","Honduras","LAC","Less Developed","Attendance Rate - Lower Secondary","2018","Not Available","Not Available"
"2142","80","4","0","0","","","","","","","","","","","HUN","Hungary","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2143","81","4","0","0","","","","","","","","","","","ISL","Iceland","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2144","82","4","4","7","80.0999984741211","80.5","79.6999969482422","84.9000015258789","78.0","63.7999992370605","78.5","84.0999984741211","88.9000015258789","93.9000015258789","IND","India","SA","Less Developed","Attendance Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"2145","83","4","0","6","86.9000015258789","89.0999984741211","84.9000015258789","91.0","83.1999969482422","78.0","84.4000015258789","88.4000015258789","91.5999984741211","95.1999969482422","IDN","Indonesia","EAP","Less Developed","Attendance Rate - Lower Secondary","2015","Not Available","Not Available"
"2146","84","4","0","0","","","","","","","","","","","IRN","Iran (Islamic Republic of)","MENA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2147","85","4","5","9","57.5","57.5","57.5","64.5","43.7999992370605","35.2000007629395","51.5","56.7999992370605","74.0","76.5999984741211","IRQ","Iraq","MENA","Less Developed","Attendance Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"2148","86","4","0","0","","","","","","","","","","","IRL","Ireland","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2149","87","4","0","0","","","","","","","","","","","ISR","Israel","MENA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2150","88","4","0","0","","","","","","","","","","","ITA","Italy","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2151","89","4","5","2","92.0","91.9000015258789","92.0","90.8000030517578","90.3000030517578","90.0","93.1999969482422","90.5999984741211","91.6999969482422","95.0","JAM","Jamaica","LAC","Less Developed","Attendance Rate - Lower Secondary","2011","MICS","Multiple Indicator Cluster Surveys"
"2152","90","4","0","0","","","","","","","","","","","JPN","Japan","EAP","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2153","91","4","4","9","89.0805892944336","89.5879364013672","88.6030044555664","89.1695556640625","88.3871994018555","75.4142456054688","87.9748687744141","92.5978393554688","95.3711318969727","95.0387649536133","JOR","Jordan","MENA","Less Developed","Attendance Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"2154","92","4","5","6","99.4000015258789","99.5","99.4000015258789","99.3000030517578","99.5","99.1999969482422","99.5999984741211","99.5999984741211","99.4000015258789","99.3000030517578","KAZ","Kazakhstan","ECA","Less Developed","Attendance Rate - Lower Secondary","2015","MICS","Multiple Indicator Cluster Surveys"
"2155","93","4","4","5","42.2000007629395","46.2999992370605","38.2000007629395","55.4000015258789","37.4000015258789","21.0","36.0999984741211","44.0999984741211","55.4000015258789","67.4000015258789","KEN","Kenya","SSA","Less Developed","Attendance Rate - Lower Secondary","2014","DHS","Demographic and Health Surveys"
"2156","94","4","5","10","81.0196762084961","88.3123626708984","74.590217590332","84.7953186035156","77.6284637451172","70.9829635620117","78.8475189208984","79.9822998046875","82.6900405883789","95.6998062133789","KIR","Kiribati","EAP","Least Developed","Attendance Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"2157","95","4","0","0","","","","","","","","","","","KWT","Kuwait","MENA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2158","96","4","5","9","96.9000015258789","97.4000015258789","96.5","96.0999984741211","97.3000030517578","97.0999984741211","98.1999969482422","95.9000015258789","96.9000015258789","96.5","KGZ","Kyrgyzstan","ECA","Less Developed","Attendance Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"2159","97","4","5","8","60.5","61.5","59.4000015258789","82.8000030517578","53.2999992370605","27.8999996185303","52.0999984741211","66.3000030517578","84.1999969482422","92.0","LAO","Lao People's Democratic Republic","EAP","Least Developed","Attendance Rate - Lower Secondary","2017","MICS","Multiple Indicator Cluster Surveys"
"2160","98","4","0","0","","","","","","","","","","","LVA","Latvia","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2161","99","4","0","0","","","","","","","","","","","LBN","Lebanon","MENA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2162","100","4","5","9","54.5","66.9000015258789","42.2999992370605","70.5","47.2000007629395","29.5","49.5999984741211","57.0","66.4000015258789","80.5999984741211","LSO","Lesotho","SSA","Least Developed","Attendance Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"2163","101","4","4","4","14.1000003814697","14.6000003814697","13.6000003814697","20.0","4.09999990463257","1.89999997615814","4.59999990463257","7.59999990463257","15.6999998092651","30.5","LBR","Liberia","SSA","Least Developed","Attendance Rate - Lower Secondary","2013","DHS","Demographic and Health Surveys"
"2164","102","4","0","0","","","","","","","","","","","LBY","Libya","MENA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2165","103","4","0","0","","","","","","","","","","","LIE","Liechtenstein","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2166","104","4","0","0","","","","","","","","","","","LTU","Lithuania","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2167","105","4","0","0","","","","","","","","","","","LUX","Luxembourg","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2168","106","4","5","9","27.2000007629395","31.5","23.0","48.0","21.1000003814697","3.90000009536743","11.1000003814697","20.2000007629395","37.7000007629395","67.4000015258789","MDG","Madagascar","SSA","Least Developed","Attendance Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"2169","107","4","4","7","28.0","30.7999992370605","25.2000007629395","51.7999992370605","24.7000007629395","11.1000003814697","17.3999996185303","23.7000007629395","32.5","54.2000007629395","MWI","Malawi","SSA","Least Developed","Attendance Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"2170","108","4","0","0","","","","","","","","","","","MYS","Malaysia","EAP","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2171","109","4","4","8","83.6999969482422","85.5","82.0","82.8000030517578","84.0999984741211","80.9000015258789","86.0","84.9000015258789","85.6999969482422","80.5","MDV","Maldives","SA","Less Developed","Attendance Rate - Lower Secondary","2017","DHS","Demographic and Health Surveys"
"2172","110","4","5","6","33.5","30.3999996185303","36.2999992370605","58.7999992370605","25.2999992370605","11.3000001907349","16.6000003814697","24.7000007629395","39.7999992370605","63.7999992370605","MLI","Mali","SSA","Least Developed","Attendance Rate - Lower Secondary","2015","MICS","Multiple Indicator Cluster Surveys"
"2173","111","4","0","0","","","","","","","","","","","MLT","Malta","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2174","112","4","0","0","","","","","","","","","","","MHL","Marshall Islands","EAP","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2175","113","4","5","6","28.5183086395264","26.9068565368652","30.2581424713135","41.5806427001953","17.5211334228516","10.1517009735107","15.7325458526611","27.128978729248","34.7821044921875","59.6403503417969","MRT","Mauritania","SSA","Least Developed","Attendance Rate - Lower Secondary","2015","MICS","Multiple Indicator Cluster Surveys"
"2176","114","4","0","0","","","","","","","","","","","MUS","Mauritius","SSA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2177","115","4","0","9","89.5","90.5999984741211","88.5999984741211","90.6999969482422","86.5","","","","","","MEX","Mexico","LAC","Less Developed","Attendance Rate - Lower Secondary","2018","Not Available","Not Available"
"2178","116","4","0","0","","","","","","","","","","","FSM","Micronesia (Federated States of)","EAP","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2179","117","4","0","0","","","","","","","","","","","MCO","Monaco","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2180","118","4","5","9","93.0","94.3000030517578","91.9000015258789","92.9000015258789","93.1999969482422","90.6999969482422","94.0999984741211","91.4000015258789","96.1999969482422","93.1999969482422","MNG","Mongolia","EAP","Less Developed","Attendance Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"2181","119","4","5","9","93.219352722168","95.8596801757812","91.0025939941406","93.1815719604492","93.2946853637695","79.1663589477539","95.8337478637695","94.1925506591797","97.5855560302734","99.1500015258789","MNE","Montenegro","ECA","More Developed","Attendance Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"2182","120","4","0","0","","","","","","","","","","","MSR","Montserrat","LAC","Not Classified","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2183","121","4","0","0","","","","","","","","","","","MAR","Morocco","MENA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2184","122","4","4","2","15.8000001907349","16.6000003814697","15.1000003814697","34.9000015258789","6.30000019073486","1.10000002384186","2.90000009536743","5.09999990463257","15.6000003814697","46.0","MOZ","Mozambique","SSA","Least Developed","Attendance Rate - Lower Secondary","2011","DHS","Demographic and Health Surveys"
"2185","123","4","4","7","69.0","71.0","66.9000015258789","82.5999984741211","64.6999969482422","45.0","63.7000007629395","74.0","83.0","88.5999984741211","MMR","Myanmar","EAP","Least Developed","Attendance Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"2186","124","4","4","4","60.2999992370605","67.4000015258789","53.5","72.6999969482422","52.7000007629395","41.2000007629395","47.2000007629395","60.5999984741211","67.6999969482422","89.9000015258789","NAM","Namibia","SSA","Less Developed","Attendance Rate - Lower Secondary","2013","DHS","Demographic and Health Surveys"
"2187","125","4","0","0","","","","","","","","","","","NRU","Nauru","EAP","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2188","126","4","5","10","50.2668571472168","54.7059059143066","45.8610801696777","52.133975982666","46.8072547912598","44.179256439209","47.9362297058105","48.150764465332","49.0280075073242","68.5862731933594","NPL","Nepal","SA","Least Developed","Attendance Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"2189","127","4","0","0","","","","","","","","","","","NLD","Netherlands","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2190","128","4","0","0","","","","","","","","","","","NZL","New Zealand","EAP","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2191","129","4","0","0","","","","","","","","","","","NIC","Nicaragua","LAC","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2192","130","4","4","3","19.2999992370605","16.7999992370605","21.3999996185303","45.7000007629395","11.6000003814697","4.5","9.89999961853027","10.6000003814697","15.8000001907349","43.7000007629395","NER","Niger","SSA","Least Developed","Attendance Rate - Lower Secondary","2012","DHS","Demographic and Health Surveys"
"2193","131","4","4","9","44.7999992370605","44.9000015258789","44.7000007629395","60.5","32.4000015258789","10.6000003814697","29.0","46.0999984741211","63.7999992370605","77.0","NGA","Nigeria","SSA","Less Developed","Attendance Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"2194","132","4","0","0","","","","","","","","","","","NIU","Niue","EAP","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2195","133","4","5","10","97.1848602294922","96.2206115722656","98.1811065673828","96.5626525878906","98.1302719116211","91.8018951416016","96.8329467773438","100.0","99.5122375488281","100.0","MKD","North Macedonia","ECA","More Developed","Attendance Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"2196","134","4","0","0","","","","","","","","","","","NOR","Norway","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2197","135","4","0","0","","","","","","","","","","","OMN","Oman","MENA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2198","136","4","4","9","33.1655044555664","32.6702575683594","33.6802673339844","42.8259315490723","28.0517158508301","12.8549451828003","23.9721755981445","33.9002265930176","45.0155639648438","58.9179840087891","PAK","Pakistan","SA","Less Developed","Attendance Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"2199","137","4","0","0","","","","","","","","","","","PLW","Palau","EAP","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2200","138","4","5","4","82.0","86.4000015258789","78.1999969482422","90.5999984741211","69.3000030517578","59.0","84.5999984741211","85.4000015258789","96.8000030517578","96.5","PAN","Panama","LAC","Less Developed","Attendance Rate - Lower Secondary","2013","MICS","Multiple Indicator Cluster Surveys"
"2201","139","4","0","0","","","","","","","","","","","PNG","Papua New Guinea","EAP","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2202","140","4","0","8","79.4000015258789","83.6999969482422","75.5999984741211","82.5","75.4000015258789","69.9000015258789","74.9000015258789","79.6999969482422","93.0","94.4000015258789","PRY","Paraguay","LAC","Less Developed","Attendance Rate - Lower Secondary","2017","Not Available","Not Available"
"2203","141","4","4","3","85.8000030517578","86.5","85.0999984741211","90.1999969482422","77.0999984741211","69.4000015258789","85.6999969482422","88.8000030517578","93.1999969482422","96.0","PER","Peru","LAC","Less Developed","Attendance Rate - Lower Secondary","2012","DHS","Demographic and Health Surveys"
"2204","142","4","4","8","74.1422271728516","78.1269302368164","70.4729385375977","75.5801315307617","73.1610565185547","53.6509094238281","72.7653579711914","78.8315734863281","83.2814788818359","89.0790405273438","PHL","Philippines","EAP","Less Developed","Attendance Rate - Lower Secondary","2017","DHS","Demographic and Health Surveys"
"2205","143","4","0","0","","","","","","","","","","","POL","Poland","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2206","144","4","0","0","","","","","","","","","","","PRT","Portugal","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2207","145","4","5","3","93.4166564941406","93.0694885253906","93.684700012207","","","52.2617073059082","71.2206649780273","86.4131774902344","91.5987014770508","93.7068557739258","QAT","Qatar","MENA","Less Developed","Attendance Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"2208","146","4","0","0","","","","","","","","","","","KOR","Republic of Korea","EAP","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2209","147","4","5","3","96.3000030517578","97.0999984741211","95.5","94.0999984741211","97.1999969482422","90.9000015258789","97.6999969482422","96.5","97.9000015258789","97.0","MDA","Republic of Moldova","ECA","More Developed","Attendance Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"2210","148","4","0","7","90.0400009155273","89.7600021362305","90.3000030517578","","","","","","","","ROU","Romania","ECA","More Developed","Attendance Rate - Lower Secondary","2016","Not Available","Not Available"
"2211","149","4","0","0","","","","","","","","","","","RUS","Russian Federation","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2212","150","4","4","6","29.6000003814697","33.9000015258789","25.2999992370605","44.5","26.7999992370605","15.5","20.5","26.1000003814697","32.5999984741211","47.4000015258789","RWA","Rwanda","SSA","Least Developed","Attendance Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"2213","151","4","0","0","","","","","","","","","","","KNA","Saint Kitts and Nevis","LAC","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2214","152","4","5","3","92.9000015258789","90.4000015258789","95.4000015258789","93.4000015258789","92.8000030517578","91.8000030517578","93.5","92.6999969482422","93.5","93.6999969482422","LCA","Saint Lucia","LAC","Less Developed","Attendance Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"2215","153","4","0","0","","","","","","","","","","","VCT","Saint Vincent and the Grenadines","LAC","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2216","154","4","0","0","","","","","","","","","","","WSM","Samoa","EAP","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2217","155","4","0","0","","","","","","","","","","","SMR","San Marino","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2218","156","4","5","5","51.7999992370605","56.5999984741211","46.2999992370605","53.2999992370605","48.7000007629395","34.0","37.5","47.7999992370605","60.7999992370605","76.5","STP","Sao Tome and Principe","SSA","Least Developed","Attendance Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"2219","157","4","0","0","","","","","","","","","","","SAU","Saudi Arabia","MENA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2220","158","4","4","10","31.0070190429688","32.5438346862793","29.3729877471924","46.6317367553711","19.6954498291016","15.7307443618774","23.3592433929443","24.7354793548584","35.3494567871094","60.7669219970703","SEN","Senegal","SSA","Least Developed","Attendance Rate - Lower Secondary","2019","DHS","Demographic and Health Surveys"
"2221","159","4","5","5","96.1999969482422","95.5999984741211","96.6999969482422","97.5","94.4000015258789","92.1999969482422","98.1999969482422","98.1999969482422","99.0999984741211","93.0999984741211","SRB","Serbia","ECA","More Developed","Attendance Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"2222","160","4","0","0","","","","","","","","","","","SYC","Seychelles","SSA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2223","161","4","5","8","36.2000007629395","36.2999992370605","36.2000007629395","55.0999984741211","18.3999996185303","11.3999996185303","16.5","30.2000007629395","53.5999984741211","60.7000007629395","SLE","Sierra Leone","SSA","Least Developed","Attendance Rate - Lower Secondary","2017","MICS","Multiple Indicator Cluster Surveys"
"2224","162","4","0","0","","","","","","","","","","","SGP","Singapore","EAP","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2225","163","4","0","0","","","","","","","","","","","SVK","Slovakia","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2226","164","4","0","0","","","","","","","","","","","SVN","Slovenia","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2227","165","4","0","0","","","","","","","","","","","SLB","Solomon Islands","EAP","Least Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2228","166","4","0","0","","","","","","","","","","","SOM","Somalia","SSA","Least Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2229","167","4","4","7","85.18896484375","88.811882019043","81.6293640136719","86.7177124023438","83.316047668457","74.9515914916992","82.960090637207","88.5351867675781","88.1144790649414","95.1540832519531","ZAF","South Africa","SSA","Less Developed","Attendance Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"2230","168","4","5","1","4.69999980926514","3.09999990463257","6.19999980926514","8.5","3.40000009536743","1.39999997615814","3.29999995231628","1.79999995231628","5.5","11.3000001907349","SSD","South Sudan","SSA","Least Developed","Attendance Rate - Lower Secondary","2010","MICS","Multiple Indicator Cluster Surveys"
"2231","169","4","0","0","","","","","","","","","","","ESP","Spain","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2232","170","4","4","7","92.4323883056641","92.2904968261719","92.5750885009766","91.792236328125","92.5547485351562","89.4613037109375","93.2789916992188","94.4039459228516","92.5819854736328","93.0013427734375","LKA","Sri Lanka","SA","Less Developed","Attendance Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"2233","171","4","0","0","","","","","","","","","","","PSE","State of Palestine","MENA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2234","172","4","5","5","31.2000007629395","32.0","30.5","46.9000015258789","25.0","14.6000003814697","16.1000003814697","24.2999992370605","41.0","72.4000015258789","SDN","Sudan","SSA","Least Developed","Attendance Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"2235","173","4","5","9","62.4000015258789","69.0","55.5999984741211","68.1999969482422","49.9000015258789","36.5","57.7000007629395","69.1999969482422","77.4000015258789","88.0999984741211","SUR","Suriname","LAC","Less Developed","Attendance Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"2236","174","4","0","0","","","","","","","","","","","SWE","Sweden","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2237","175","4","0","0","","","","","","","","","","","CHE","Switzerland","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2238","176","4","0","0","","","","","","","","","","","SYR","Syrian Arab Republic","MENA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2239","177","4","4","8","97.159423828125","96.298454284668","97.9578094482422","96.5706481933594","97.3555221557617","96.1426162719727","97.8798828125","97.7570724487305","97.6542358398438","96.6898651123047","TJK","Tajikistan","ECA","Less Developed","Attendance Rate - Lower Secondary","2017","DHS","Demographic and Health Surveys"
"2240","178","4","5","10","86.7232666015625","89.9121856689453","83.5017623901367","86.2451553344727","87.0701599121094","82.1278533935547","84.2322387695312","85.9053573608398","93.1900939941406","88.1784820556641","THA","Thailand","EAP","Less Developed","Attendance Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"2241","179","4","4","7","54.1638069152832","60.4420280456543","47.9278182983398","76.3339080810547","46.798152923584","29.8713817596436","41.3377876281738","48.2516441345215","64.7458648681641","83.8369064331055","TLS","Timor-Leste","EAP","Least Developed","Attendance Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"2242","180","4","5","8","53.0652809143066","50.4700698852539","55.6199951171875","67.9112854003906","43.5177383422852","30.9792537689209","43.7122344970703","52.693115234375","66.2103271484375","72.699821472168","TGO","Togo","SSA","Least Developed","Attendance Rate - Lower Secondary","2017","MICS","Multiple Indicator Cluster Surveys"
"2243","181","4","0","0","","","","","","","","","","","TKL","Tokelau","EAP","Not Classified","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2244","182","4","5","10","89.7300033569336","93.0489349365234","86.3327484130859","92.4989242553711","88.9136734008789","82.4557189941406","83.9925918579102","91.9687118530273","95.6846923828125","93.9046630859375","TON","Tonga","EAP","Less Developed","Attendance Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"2245","183","4","0","0","","","","","","","","","","","TTO","Trinidad and Tobago","LAC","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2246","184","4","5","9","82.0","85.0999984741211","79.0999984741211","86.3000030517578","72.5999984741211","65.4000015258789","78.0999984741211","83.0","88.3000030517578","95.3000030517578","TUN","Tunisia","MENA","Less Developed","Attendance Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"2247","185","4","0","0","","","","","","","","","","","TUR","Turkey","ECA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2248","186","4","5","7","98.0","98.3000030517578","97.6999969482422","98.5999984741211","97.6999969482422","97.0","98.1999969482422","98.0999984741211","97.9000015258789","98.9000015258789","TKM","Turkmenistan","ECA","Less Developed","Attendance Rate - Lower Secondary","2016","MICS","Multiple Indicator Cluster Surveys"
"2249","187","4","0","0","","","","","","","","","","","TCA","Turks and Caicos Islands","LAC","Not Classified","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2250","188","4","0","0","","","","","","","","","","","TUV","Tuvalu","EAP","Least Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2251","189","4","4","7","19.3999996185303","20.5","18.2000007629395","37.0999984741211","15.1000003814697","5.5","9.10000038146973","16.6000003814697","26.6000003814697","42.5","UGA","Uganda","SSA","Least Developed","Attendance Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"2252","190","4","5","3","98.3000030517578","98.3000030517578","98.3000030517578","98.4000015258789","98.0999984741211","98.0999984741211","97.4000015258789","99.5","99.8000030517578","97.0999984741211","UKR","Ukraine","ECA","More Developed","Attendance Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"2253","191","4","0","0","","","","","","","","","","","ARE","United Arab Emirates","MENA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2254","192","4","0","0","","","","","","","","","","","GBR","United Kingdom","ECA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2255","193","4","4","7","27.7000007629395","30.5","25.0","43.7000007629395","20.0","7.19999980926514","12.8999996185303","20.3999996185303","38.7000007629395","48.7000007629395","TZA","United Republic of Tanzania","SSA","Least Developed","Attendance Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"2256","194","4","0","0","","","","","","","","","","","USA","United States","NA","More Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2257","195","4","5","4","76.0","77.0","74.8000030517578","76.8000030517578","68.5999984741211","65.4000015258789","69.4000015258789","83.8000030517578","77.0","90.6999969482422","URY","Uruguay","LAC","Less Developed","Attendance Rate - Lower Secondary","2013","MICS","Multiple Indicator Cluster Surveys"
"2258","196","4","0","0","","","","","","","","","","","UZB","Uzbekistan","ECA","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2259","197","4","0","0","","","","","","","","","","","VUT","Vanuatu","EAP","Least Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2260","198","4","0","0","","","","","","","","","","","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Attendance Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2261","199","4","5","5","90.4000015258789","91.6999969482422","89.0999984741211","94.8000030517578","88.5999984741211","75.0999984741211","92.9000015258789","94.1999969482422","96.0999984741211","97.8000030517578","VNM","Viet Nam","EAP","Less Developed","Attendance Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
